Iteration,File Group,Num Channels,Channel,Files Sent,Total Size (MB),Bandwidth (MB/s)
1,small,1,Channel 1,100,783,166.3855879
1,small,2,Channel 1,50,390,121.3482248
1,small,2,Channel 2,50,393,122.2815094
1,small,3,Channel 1,34,264,112.9909358
1,small,3,Channel 2,33,265,113.4182489
1,small,3,Channel 3,33,254,108.7101774
1,small,4,Channel 1,25,195,90.56608587
1,small,4,Channel 2,25,195,90.56572485
1,small,4,Channel 3,25,206,95.67446526
1,small,4,Channel 4,25,187,86.85002521
1,small,5,Channel 1,20,153,60.39773885
1,small,5,Channel 2,20,153,60.3975399
1,small,5,Channel 3,20,159,62.76602361
1,small,5,Channel 4,20,177,69.87157831
1,small,5,Channel 5,20,141,55.66036269
1,small,6,Channel 1,17,132,59.01967713
1,small,6,Channel 2,17,132,59.01936255
1,small,6,Channel 3,17,133,59.46640287
1,small,6,Channel 4,17,141,63.04328903
1,small,6,Channel 5,16,133,59.46630778
1,small,6,Channel 6,16,112,50.07685873
1,small,7,Channel 1,15,117,51.35169276
1,small,7,Channel 2,15,115,50.47370647
1,small,7,Channel 3,14,108,47.40135422
1,small,7,Channel 4,14,111,48.71803301
1,small,7,Channel 5,14,120,52.66808317
1,small,7,Channel 6,14,112,49.15684162
1,small,7,Channel 7,14,100,43.89002338
1,small,8,Channel 1,13,99,40.54713722
1,small,8,Channel 2,13,104,42.59481438
1,small,8,Channel 3,13,97,39.72780529
1,small,8,Channel 4,13,105,43.00428752
1,small,8,Channel 5,12,98,40.13728799
1,small,8,Channel 6,12,103,42.18488224
1,small,8,Channel 7,12,90,36.86054432
1,small,8,Channel 8,12,87,35.63183168
1,small,9,Channel 1,12,89,38.55635783
1,small,9,Channel 2,11,89,38.55621447
1,small,9,Channel 3,11,86,37.256536
1,small,9,Channel 4,11,83,35.95684855
1,small,9,Channel 5,11,86,37.25647059
1,small,9,Channel 6,11,96,41.58843362
1,small,9,Channel 7,11,96,41.58842073
1,small,9,Channel 8,11,77,33.35735501
1,small,9,Channel 9,11,81,35.09019013
1,small,10,Channel 1,10,72,27.93485485
1,small,10,Channel 2,10,81,31.42655472
1,small,10,Channel 3,10,79,30.65056773
1,small,10,Channel 4,10,74,28.71063979
1,small,10,Channel 5,10,84,32.5904409
1,small,10,Channel 6,10,75,29.09858641
1,small,10,Channel 7,10,86,33.36636674
1,small,10,Channel 8,10,91,35.30625546
1,small,10,Channel 9,10,66,25.60665182
1,small,10,Channel 10,10,75,29.09845183
1,small,11,Channel 1,10,72,33.44397028
1,small,11,Channel 2,9,73,33.90833844
1,small,11,Channel 3,9,71,32.97930634
1,small,11,Channel 4,9,70,32.51478386
1,small,11,Channel 5,9,70,32.51475506
1,small,11,Channel 6,9,71,32.97922599
1,small,11,Channel 7,9,76,35.30169106
1,small,11,Channel 8,9,75,34.83717969
1,small,11,Channel 9,9,78,36.2306428
1,small,11,Channel 10,9,60,27.8697098
1,small,11,Channel 11,9,67,31.12114148
1,small,12,Channel 1,9,64,30.04654316
1,small,12,Channel 2,9,74,34.74117942
1,small,12,Channel 3,9,73,34.27168101
1,small,12,Channel 4,9,69,32.39376617
1,small,12,Channel 5,8,60,28.16847026
1,small,12,Channel 6,8,65,30.51581887
1,small,12,Channel 7,8,60,28.16843557
1,small,12,Channel 8,8,73,34.27157743
1,small,12,Channel 9,8,68,31.9241841
1,small,12,Channel 10,8,65,30.51575055
1,small,12,Channel 11,8,51,23.94310592
1,small,12,Channel 12,8,61,28.6377941
1,small,13,Channel 1,8,58,24.83908553
1,small,13,Channel 2,8,67,28.69333264
1,small,13,Channel 3,8,62,26.55201476
1,small,13,Channel 4,8,62,26.55199849
1,small,13,Channel 5,8,57,24.41069333
1,small,13,Channel 6,8,64,27.40848099
1,small,13,Channel 7,8,63,26.98021796
1,small,13,Channel 8,8,70,29.97800465
1,small,13,Channel 9,8,68,29.12147239
1,small,13,Channel 10,7,62,26.55190902
1,small,13,Channel 11,7,50,21.41281674
1,small,13,Channel 12,7,47,20.12804568
1,small,13,Channel 13,7,53,22.69757184
1,small,14,Channel 1,8,58,24.50070752
1,small,14,Channel 2,8,67,28.30238182
1,small,14,Channel 3,7,53,22.38836335
1,small,14,Channel 4,7,54,22.81076692
1,small,14,Channel 5,7,54,22.81074854
1,small,14,Channel 6,7,54,22.81073246
1,small,14,Channel 7,7,57,24.07798568
1,small,14,Channel 8,7,54,22.81071179
1,small,14,Channel 9,7,58,24.5003818
1,small,14,Channel 10,7,62,26.19004748
1,small,14,Channel 11,7,62,26.19003165
1,small,14,Channel 12,7,50,21.12099114
1,small,14,Channel 13,7,47,19.85371968
1,small,14,Channel 14,7,53,22.38822806
1,small,15,Channel 1,7,53,22.96353756
1,small,15,Channel 2,7,54,23.3967321
1,small,15,Channel 3,7,55,23.82998768
1,small,15,Channel 4,7,54,23.39670551
1,small,15,Channel 5,7,55,23.82987198
1,small,15,Channel 6,7,50,21.66350208
1,small,15,Channel 7,7,59,25.56291925
1,small,15,Channel 8,7,53,22.96328611
1,small,15,Channel 9,7,60,25.99615953
1,small,15,Channel 10,7,58,25.12960271
1,small,15,Channel 11,6,55,23.82978337
1,small,15,Channel 12,6,50,21.66343942
1,small,15,Channel 13,6,40,17.3307408
1,small,15,Channel 14,6,40,17.33073543
1,small,15,Channel 15,6,47,20.3635994
1,small,16,Channel 1,7,53,21.64889978
1,small,16,Channel 2,7,54,22.05730514
1,small,16,Channel 3,7,55,22.46575844
1,small,16,Channel 4,7,54,22.05727722
1,small,16,Channel 5,6,48,19.60645909
1,small,16,Channel 6,6,42,17.15564502
1,small,16,Channel 7,6,50,20.42337897
1,small,16,Channel 8,6,49,20.0148997
1,small,16,Channel 9,6,46,18.78949036
1,small,16,Channel 10,6,52,21.24017968
1,small,16,Channel 11,6,48,19.60630634
1,small,16,Channel 12,6,55,22.46555497
1,small,16,Channel 13,6,50,20.42322583
1,small,16,Channel 14,6,40,16.33857111
1,small,16,Channel 15,6,40,16.33856157
1,small,16,Channel 16,6,47,19.19780049
1,small,17,Channel 1,6,44,17.80488653
1,small,17,Channel 2,6,45,18.20948507
1,small,17,Channel 3,6,49,19.82809066
1,small,17,Channel 4,6,49,19.82807727
1,small,17,Channel 5,6,45,18.20944467
1,small,17,Channel 6,6,48,19.42339827
1,small,17,Channel 7,6,41,16.59080975
1,small,17,Channel 8,6,49,19.82802562
1,small,17,Channel 9,6,50,20.2326714
1,small,17,Channel 10,6,45,18.20939372
1,small,17,Channel 11,6,54,21.85126403
1,small,17,Channel 12,6,52,21.04195795
1,small,17,Channel 13,6,54,21.85125138
1,small,17,Channel 14,6,46,18.61386194
1,small,17,Channel 15,6,37,14.97200783
1,small,17,Channel 16,5,35,14.16270192
1,small,17,Channel 17,5,40,16.18593568
1,small,18,Channel 1,6,44,18.6246792
1,small,18,Channel 2,6,45,19.0479097
1,small,18,Channel 3,6,49,20.74103839
1,small,18,Channel 4,6,49,20.74102792
1,small,18,Channel 5,6,45,19.04787125
1,small,18,Channel 6,6,48,20.31772113
1,small,18,Channel 7,6,41,17.35471138
1,small,18,Channel 8,6,49,20.74098187
1,small,18,Channel 9,6,50,21.1642544
1,small,18,Channel 10,6,45,19.04781743
1,small,18,Channel 11,5,44,18.6245232
1,small,18,Channel 12,5,42,17.77795396
1,small,18,Channel 13,5,45,19.04780012
1,small,18,Channel 14,5,46,19.47107475
1,small,18,Channel 15,5,36,15.23822472
1,small,18,Channel 16,5,30,12.69851291
1,small,18,Channel 17,5,35,14.81492426
1,small,18,Channel 18,5,40,16.93132834
1,small,19,Channel 1,6,44,19.00341023
1,small,19,Channel 2,6,45,19.43520185
1,small,19,Channel 3,6,49,21.16258358
1,small,19,Channel 4,6,49,21.16257268
1,small,19,Channel 5,6,45,19.43500172
1,small,19,Channel 6,5,39,16.84366122
1,small,19,Channel 7,5,35,15.1161
1,small,19,Channel 8,5,41,17.70741684
1,small,19,Channel 9,5,43,18.5711818
1,small,19,Channel 10,5,37,15.97984423
1,small,19,Channel 11,5,38,16.41172346
1,small,19,Channel 12,5,44,19.00304822
1,small,19,Channel 13,5,42,18.13926396
1,small,19,Channel 14,5,45,19.43491367
1,small,19,Channel 15,5,46,19.86678836
1,small,19,Channel 16,5,36,15.54791332
1,small,19,Channel 17,5,30,12.9565851
1,small,19,Channel 18,5,35,15.11600972
1,small,19,Channel 19,5,40,17.27542901
1,small,20,Channel 1,5,37,15.16851393
1,small,20,Channel 2,5,35,14.34854517
1,small,20,Channel 3,5,45,18.44811327
1,small,20,Channel 4,5,36,14.75848341
1,small,20,Channel 5,5,42,17.21822054
1,small,20,Channel 6,5,37,15.16842645
1,small,20,Channel 7,5,39,15.98833515
1,small,20,Channel 8,5,35,14.34849749
1,small,20,Channel 9,5,41,16.80822841
1,small,20,Channel 10,5,43,17.62813165
1,small,20,Channel 11,5,37,15.16838346
1,small,20,Channel 12,5,38,15.57825602
1,small,20,Channel 13,5,44,18.03797008
1,small,20,Channel 14,5,42,17.21805225
1,small,20,Channel 15,5,45,18.44790231
1,small,20,Channel 16,5,46,18.85784648
1,small,20,Channel 17,5,36,14.75831031
1,small,20,Channel 18,5,30,12.29858711
1,small,20,Channel 19,5,35,14.34834322
1,small,20,Channel 20,5,40,16.39810012
1,small,21,Channel 1,5,37,16.45418914
1,small,21,Channel 2,5,35,15.56470915
1,small,21,Channel 3,5,45,20.01175193
1,small,21,Channel 4,5,36,16.00939306
1,small,21,Channel 5,5,42,18.67760741
1,small,21,Channel 6,5,37,16.45407225
1,small,21,Channel 7,5,39,17.34347421
1,small,21,Channel 8,5,35,15.56464479
1,small,21,Channel 9,5,41,18.23285801
1,small,21,Channel 10,5,43,19.12225153
1,small,21,Channel 11,5,37,16.45402166
1,small,21,Channel 12,5,38,16.89872316
1,small,21,Channel 13,5,44,19.56693015
1,small,21,Channel 14,5,42,18.67751236
1,small,21,Channel 15,5,45,20.01161402
1,small,21,Channel 16,5,46,20.4562992
1,small,21,Channel 17,4,29,12.89635844
1,small,21,Channel 18,4,25,11.11754213
1,small,21,Channel 19,4,26,11.56223891
1,small,21,Channel 20,4,30,13.34103923
1,small,21,Channel 21,4,31,13.78573177
1,small,22,Channel 1,5,37,15.43501543
1,small,22,Channel 2,5,35,14.6006438
1,small,22,Channel 3,5,45,18.77200613
1,small,22,Channel 4,5,36,15.01759594
1,small,22,Channel 5,5,42,17.52051814
1,small,22,Channel 6,5,37,15.43473296
1,small,22,Channel 7,5,39,16.26903638
1,small,22,Channel 8,5,35,14.60040855
1,small,22,Channel 9,5,41,17.10332212
1,small,22,Channel 10,5,43,17.93761981
1,small,22,Channel 11,5,37,15.43468844
1,small,22,Channel 12,5,38,15.85184061
1,small,22,Channel 13,4,38,15.85183115
1,small,22,Channel 14,4,35,14.60036354
1,small,22,Channel 15,4,33,13.76605157
1,small,22,Channel 16,4,35,14.60035047
1,small,22,Channel 17,4,36,15.01749736
1,small,22,Channel 18,4,29,12.09742242
1,small,22,Channel 19,4,25,10.42880932
1,small,22,Channel 20,4,26,10.84595522
1,small,22,Channel 21,4,30,12.51455624
1,small,22,Channel 22,4,31,12.93170169
1,small,23,Channel 1,5,37,14.97532355
1,small,23,Channel 2,5,35,14.16580286
1,small,23,Channel 3,5,45,18.21315929
1,small,23,Channel 4,5,36,14.57052181
1,small,23,Channel 5,5,42,16.99893226
1,small,23,Channel 6,5,37,14.97524118
1,small,23,Channel 7,5,39,15.78471063
1,small,23,Channel 8,5,35,14.16575912
1,small,23,Channel 9,4,34,13.76101252
1,small,23,Channel 10,4,30,12.14206167
1,small,23,Channel 11,4,35,14.16573041
1,small,23,Channel 12,4,28,11.33258323
1,small,23,Channel 13,4,32,12.95151745
1,small,23,Channel 14,4,38,15.37991807
1,small,23,Channel 15,4,35,14.16570717
1,small,23,Channel 16,4,33,13.35623175
1,small,23,Channel 17,4,35,14.16557048
1,small,23,Channel 18,4,36,14.57029122
1,small,23,Channel 19,4,29,11.73717225
1,small,23,Channel 20,4,25,10.11819043
1,small,23,Channel 21,4,26,10.52291398
1,small,23,Channel 22,4,30,12.14181679
1,small,23,Channel 23,4,31,12.54656097
1,small,24,Channel 1,5,37,14.83619571
1,small,24,Channel 2,5,35,14.03419357
1,small,24,Channel 3,5,45,18.04394936
1,small,24,Channel 4,5,36,14.43515121
1,small,24,Channel 5,4,34,13.63319054
1,small,24,Channel 6,4,29,11.62830402
1,small,24,Channel 7,4,33,13.23220423
1,small,24,Channel 8,4,31,12.43024295
1,small,24,Channel 9,4,26,10.42535908
1,small,24,Channel 10,4,34,13.63315405
1,small,24,Channel 11,4,30,12.02924782
1,small,24,Channel 12,4,35,14.03411978
1,small,24,Channel 13,4,28,11.22728938
1,small,24,Channel 14,4,32,12.83118419
1,small,24,Channel 15,4,38,15.23702248
1,small,24,Channel 16,4,35,14.03409295
1,small,24,Channel 17,4,33,13.23213719
1,small,24,Channel 18,4,35,14.03408087
1,small,24,Channel 19,4,36,14.43504633
1,small,24,Channel 20,4,29,11.62822843
1,small,24,Channel 21,4,25,10.0243291
1,small,24,Channel 22,4,26,10.42529729
1,small,24,Channel 23,4,30,12.02920988
1,small,24,Channel 24,4,31,12.43017641
1,small,25,Channel 1,4,30,11.84461801
1,small,25,Channel 2,4,28,11.05494247
1,small,25,Channel 3,4,31,12.23939252
1,small,25,Channel 4,4,36,14.21347873
1,small,25,Channel 5,4,28,11.05492374
1,small,25,Channel 6,4,34,13.42382838
1,small,25,Channel 7,4,29,11.44973058
1,small,25,Channel 8,4,33,13.02899518
1,small,25,Channel 9,4,31,12.2393522
1,small,25,Channel 10,4,26,10.26521482
1,small,25,Channel 11,4,34,13.42373235
1,small,25,Channel 12,4,30,11.84446637
1,small,25,Channel 13,4,35,13.8185337
1,small,25,Channel 14,4,28,11.0548228
1,small,25,Channel 15,4,32,12.63407725
1,small,25,Channel 16,4,38,15.00295826
1,small,25,Channel 17,4,35,13.81850768
1,small,25,Channel 18,4,33,13.02887377
1,small,25,Channel 19,4,35,13.81849598
1,small,25,Channel 20,4,36,14.2133048
1,small,25,Channel 21,4,29,11.44960125
1,small,25,Channel 22,4,25,9.870340332
1,small,25,Channel 23,4,26,10.26518583
1,small,25,Channel 24,4,30,11.8444385
1,small,25,Channel 25,4,31,12.23924505
1,small,26,Channel 1,4,30,12.20431227
1,small,26,Channel 2,4,28,11.390634
1,small,26,Channel 3,4,31,12.61104562
1,small,26,Channel 4,4,36,14.64507813
1,small,26,Channel 5,4,28,11.3906108
1,small,26,Channel 6,4,34,13.83144926
1,small,26,Channel 7,4,29,11.79740688
1,small,26,Channel 8,4,33,13.42462761
1,small,26,Channel 9,4,31,12.61100525
1,small,26,Channel 10,4,26,10.57696497
1,small,26,Channel 11,4,34,13.83140633
1,small,26,Channel 12,4,30,12.20418088
1,small,26,Channel 13,4,35,14.23820688
1,small,26,Channel 14,4,28,11.39055998
1,small,26,Channel 15,4,32,13.01777526
1,small,26,Channel 16,4,38,15.45860062
1,small,26,Channel 17,4,35,14.23817788
1,small,26,Channel 18,4,33,13.42456251
1,small,26,Channel 19,4,35,14.23816683
1,small,26,Channel 20,4,36,14.64496449
1,small,26,Channel 21,4,29,11.79732908
1,small,26,Channel 22,4,25,10.17010634
1,small,26,Channel 23,3,20,8.136113481
1,small,26,Channel 24,3,20,8.136108747
1,small,26,Channel 25,3,25,10.170131
1,small,26,Channel 26,3,22,8.949711809
1,small,27,Channel 1,4,30,12.85736401
1,small,27,Channel 2,4,28,12.00014142
1,small,27,Channel 3,4,31,13.28568759
1,small,27,Channel 4,4,36,15.42852939
1,small,27,Channel 5,4,28,11.9999624
1,small,27,Channel 6,4,34,14.571371
1,small,27,Channel 7,4,29,12.42851724
1,small,27,Channel 8,4,33,14.14278681
1,small,27,Channel 9,4,31,13.28564415
1,small,27,Channel 10,4,26,11.14278807
1,small,27,Channel 11,4,34,14.57132633
1,small,27,Channel 12,4,30,12.85705002
1,small,27,Channel 13,4,35,14.99988403
1,small,27,Channel 14,4,28,11.99989864
1,small,27,Channel 15,4,32,13.71416427
1,small,27,Channel 16,4,38,16.28556008
1,small,27,Channel 17,4,35,14.99985337
1,small,27,Channel 18,4,33,14.14271167
1,small,27,Channel 19,4,35,14.99983958
1,small,27,Channel 20,3,27,11.57129891
1,small,27,Channel 21,3,23,9.857029381
1,small,27,Channel 22,3,22,9.428458069
1,small,27,Channel 23,3,18,7.714219765
1,small,27,Channel 24,3,20,8.571351792
1,small,27,Channel 25,3,20,8.571347413
1,small,27,Channel 26,3,25,10.71417989
1,small,27,Channel 27,3,22,9.428471557
1,small,28,Channel 1,4,30,11.70496147
1,small,28,Channel 2,4,28,10.92459412
1,small,28,Channel 3,4,31,12.09507509
1,small,28,Channel 4,4,36,14.04588582
1,small,28,Channel 5,4,28,10.92456871
1,small,28,Channel 6,4,34,13.26554155
1,small,28,Channel 7,4,29,11.31472136
1,small,28,Channel 8,4,33,12.87536419
1,small,28,Channel 9,4,31,12.09503234
1,small,28,Channel 10,4,26,10.14421501
1,small,28,Channel 11,4,34,13.26550083
1,small,28,Channel 12,4,30,11.70485259
1,small,28,Channel 13,4,35,13.65565119
1,small,28,Channel 14,4,28,10.92451587
1,small,28,Channel 15,4,32,12.48515519
1,small,28,Channel 16,4,38,14.82611627
1,small,28,Channel 17,3,26,10.14417915
1,small,28,Channel 18,3,22,8.583533012
1,small,28,Channel 19,3,27,10.53433205
1,small,28,Channel 20,3,28,10.9244864
1,small,28,Channel 21,3,27,10.53432225
1,small,28,Channel 22,3,23,8.973677743
1,small,28,Channel 23,3,22,8.583550578
1,small,28,Channel 24,3,18,7.022830545
1,small,28,Channel 25,3,20,7.803139969
1,small,28,Channel 26,3,20,7.803135614
1,small,28,Channel 27,3,25,9.753914073
1,small,28,Channel 28,3,22,8.583441191
1,small,29,Channel 1,4,30,12.15623778
1,small,29,Channel 2,4,28,11.34579014
1,small,29,Channel 3,4,31,12.56139838
1,small,29,Channel 4,4,36,14.58742615
1,small,29,Channel 5,4,28,11.34577151
1,small,29,Channel 6,4,34,13.7770016
1,small,29,Channel 7,4,29,11.75096855
1,small,29,Channel 8,4,33,13.37178405
1,small,29,Channel 9,4,31,12.56136561
1,small,29,Channel 10,4,26,10.53533178
1,small,29,Channel 11,4,34,13.77696434
1,small,29,Channel 12,4,30,12.15614265
1,small,29,Channel 13,4,35,14.18215958
1,small,29,Channel 14,3,22,8.914495139
1,small,29,Channel 15,3,24,9.72489909
1,small,29,Channel 16,3,24,9.724894393
1,small,29,Channel 17,3,28,11.34570684
1,small,29,Channel 18,3,26,10.53529412
1,small,29,Channel 19,3,22,8.91447447
1,small,29,Channel 20,3,27,10.94048505
1,small,29,Channel 21,3,28,11.34568382
1,small,29,Channel 22,3,27,10.9404766
1,small,29,Channel 23,3,23,9.319684157
1,small,29,Channel 24,3,22,8.91447447
1,small,29,Channel 25,3,18,7.293656702
1,small,29,Channel 26,3,20,8.104059871
1,small,29,Channel 27,3,20,8.104056739
1,small,29,Channel 28,3,25,10.13006603
1,small,29,Channel 29,3,22,8.91445294
1,small,30,Channel 1,4,30,12.089948
1,small,30,Channel 2,4,28,11.28391785
1,small,30,Channel 3,4,31,12.49289825
1,small,30,Channel 4,4,36,14.50787208
1,small,30,Channel 5,4,28,11.28389617
1,small,30,Channel 6,4,34,13.70186471
1,small,30,Channel 7,4,29,11.68688236
1,small,30,Channel 8,4,33,13.29885591
1,small,30,Channel 9,4,31,12.49285984
1,small,30,Channel 10,4,26,10.4778754
1,small,30,Channel 11,3,24,9.671877549
1,small,30,Channel 12,3,26,10.47786432
1,small,30,Channel 13,3,24,9.671870115
1,small,30,Channel 14,3,25,10.07486083
1,small,30,Channel 15,3,22,8.865874124
1,small,30,Channel 16,3,24,9.671857105
1,small,30,Channel 17,3,24,9.671852458
1,small,30,Channel 18,3,28,11.28382028
1,small,30,Channel 19,3,26,10.47782909
1,small,30,Channel 20,3,22,8.865852828
1,small,30,Channel 21,3,27,10.8808152
1,small,30,Channel 22,3,28,11.2838051
1,small,30,Channel 23,3,27,10.88070647
1,small,30,Channel 24,3,23,9.268744615
1,small,30,Channel 25,3,22,8.86575146
1,small,30,Channel 26,3,18,7.253792467
1,small,30,Channel 27,3,20,8.059765536
1,small,30,Channel 28,3,20,8.05976089
1,small,30,Channel 29,3,25,10.0746953
1,small,30,Channel 30,3,22,8.865729313
1,small,31,Channel 1,4,30,11.00662852
1,small,31,Channel 2,4,28,10.27282542
1,small,31,Channel 3,4,31,11.37347634
1,small,31,Channel 4,4,36,13.20790223
1,small,31,Channel 5,4,28,10.27280745
1,small,31,Channel 6,4,34,12.47411788
1,small,31,Channel 7,4,29,10.63968692
1,small,31,Channel 8,3,24,8.805253518
1,small,31,Channel 9,3,24,8.805248897
1,small,31,Channel 10,3,22,8.071473214
1,small,31,Channel 11,3,20,7.33769907
1,small,31,Channel 12,3,24,8.805236574
1,small,31,Channel 13,3,26,9.539002116
1,small,31,Channel 14,3,24,8.805228101
1,small,31,Channel 15,3,25,9.172107792
1,small,31,Channel 16,3,22,8.071451327
1,small,31,Channel 17,3,24,8.805215008
1,small,31,Channel 18,3,24,8.805210387
1,small,31,Channel 19,3,28,10.27274096
1,small,31,Channel 20,3,26,9.538972078
1,small,31,Channel 21,3,22,8.071434382
1,small,31,Channel 22,3,27,9.905846088
1,small,31,Channel 23,3,28,10.27276612
1,small,31,Channel 24,3,27,9.905877282
1,small,31,Channel 25,3,23,8.438336954
1,small,31,Channel 26,3,22,8.071449209
1,small,31,Channel 27,3,18,6.603909523
1,small,31,Channel 28,3,20,7.337674038
1,small,31,Channel 29,3,20,7.337670187
1,small,31,Channel 30,3,25,9.172083723
1,small,31,Channel 31,3,22,8.071430146
1,small,32,Channel 1,4,30,11.17204474
1,small,32,Channel 2,4,28,10.42714455
1,small,32,Channel 3,4,31,11.54431914
1,small,32,Channel 4,4,36,13.40628943
1,small,32,Channel 5,3,20,7.447928653
1,small,32,Channel 6,3,24,8.937508035
1,small,32,Channel 7,3,26,9.682296073
1,small,32,Channel 8,3,21,7.820313282
1,small,32,Channel 9,3,24,8.937493752
1,small,32,Channel 10,3,24,8.937489784
1,small,32,Channel 11,3,22,8.192694604
1,small,32,Channel 12,3,20,7.447903524
1,small,32,Channel 13,3,24,8.937478675
1,small,32,Channel 14,3,26,9.682264266
1,small,32,Channel 15,3,24,8.937467565
1,small,32,Channel 16,3,25,9.309856261
1,small,32,Channel 17,3,22,8.1926706
1,small,32,Channel 18,3,24,8.937454869
1,small,32,Channel 19,3,24,8.937450108
1,small,32,Channel 20,3,28,10.4270205
1,small,32,Channel 21,3,26,9.682229021
1,small,32,Channel 22,3,22,8.192651688
1,small,32,Channel 23,3,27,10.0546528
1,small,32,Channel 24,3,28,10.42704364
1,small,32,Channel 25,3,27,10.05464387
1,small,32,Channel 26,3,23,8.564984872
1,small,32,Channel 27,3,22,8.192589861
1,small,32,Channel 28,3,18,6.703023307
1,small,32,Channel 29,3,20,7.44780169
1,small,32,Channel 30,3,20,7.447797062
1,small,32,Channel 31,3,25,9.309742194
1,small,32,Channel 32,3,22,8.192567312
1,small,33,Channel 1,4,30,11.02050618
1,small,33,Channel 2,3,23,8.449026622
1,small,33,Channel 3,3,19,6.979625186
1,small,33,Channel 4,3,27,9.918410395
1,small,33,Channel 5,3,26,9.551056006
1,small,33,Channel 6,3,20,7.346964872
1,small,33,Channel 7,3,24,8.816353213
1,small,33,Channel 8,3,26,9.551044295
1,small,33,Channel 9,3,21,7.714300278
1,small,33,Channel 10,3,24,8.816339314
1,small,33,Channel 11,3,24,8.816333909
1,small,33,Channel 12,3,22,8.081637293
1,small,33,Channel 13,3,20,7.346939133
1,small,33,Channel 14,3,24,8.816322327
1,small,33,Channel 15,3,26,9.551010835
1,small,33,Channel 16,3,24,8.816313833
1,small,33,Channel 17,3,25,9.183654612
1,small,33,Channel 18,3,22,8.081613228
1,small,33,Channel 19,3,24,8.816302251
1,small,33,Channel 20,3,24,8.816299162
1,small,33,Channel 21,3,28,10.28567785
1,small,33,Channel 22,3,26,9.550982394
1,small,33,Channel 23,3,22,8.081617475
1,small,33,Channel 24,3,27,9.918346981
1,small,33,Channel 25,3,28,10.28568776
1,small,33,Channel 26,3,27,9.918337426
1,small,33,Channel 27,3,23,8.448950404
1,small,33,Channel 28,3,22,8.081601903
1,small,33,Channel 29,3,18,6.612217422
1,small,33,Channel 30,3,20,7.346904386
1,small,33,Channel 31,3,20,7.346900525
1,small,33,Channel 32,3,25,9.18362244
1,small,33,Channel 33,3,22,8.081584916
1,small,34,Channel 1,3,21,7.387977511
1,small,34,Channel 2,3,23,8.091558446
1,small,34,Channel 3,3,20,7.036133058
1,small,34,Channel 4,3,25,8.795161158
1,small,34,Channel 5,3,28,9.850577192
1,small,34,Channel 6,3,21,7.387927937
1,small,34,Channel 7,3,24,8.443344797
1,small,34,Channel 8,3,25,8.795144929
1,small,34,Channel 9,3,24,8.443336299
1,small,34,Channel 10,3,21,7.387914924
1,small,34,Channel 11,3,23,8.091523154
1,small,34,Channel 12,3,25,8.795124273
1,small,34,Channel 13,3,20,7.036095877
1,small,34,Channel 14,3,21,7.387896333
1,small,34,Channel 15,3,26,9.146914667
1,small,34,Channel 16,3,23,8.091497364
1,small,34,Channel 17,3,27,9.498712703
1,small,34,Channel 18,3,23,8.091491256
1,small,34,Channel 19,3,21,7.387879602
1,small,34,Channel 20,3,24,8.443288849
1,small,34,Channel 21,3,28,9.850499527
1,small,34,Channel 22,3,26,9.146888581
1,small,34,Channel 23,3,27,9.498710313
1,small,34,Channel 24,3,25,8.795098453
1,small,34,Channel 25,3,25,8.795094027
1,small,34,Channel 26,3,29,10.20230394
1,small,34,Channel 27,3,26,9.146887814
1,small,34,Channel 28,3,20,7.036066369
1,small,34,Channel 29,3,20,7.036062828
1,small,34,Channel 30,3,17,5.980650896
1,small,34,Channel 31,3,22,7.739661321
1,small,34,Channel 32,3,22,7.739658075
1,small,34,Channel 33,2,19,6.684197455
1,small,34,Channel 34,2,12,4.221595914
1,small,35,Channel 1,3,21,7.457489953
1,small,35,Channel 2,3,23,8.167702887
1,small,35,Channel 3,3,20,7.102344323
1,small,35,Channel 4,3,25,8.877924391
1,small,35,Channel 5,3,28,9.943269425
1,small,35,Channel 6,3,21,7.45744828
1,small,35,Channel 7,3,24,8.522796591
1,small,35,Channel 8,3,25,8.877907103
1,small,35,Channel 9,3,24,8.522786489
1,small,35,Channel 10,3,21,7.457433758
1,small,35,Channel 11,3,23,8.167662087
1,small,35,Channel 12,3,25,8.877892821
1,small,35,Channel 13,3,20,7.102310048
1,small,35,Channel 14,3,21,7.45742113
1,small,35,Channel 15,3,26,9.232994463
1,small,35,Channel 16,3,23,8.167646182
1,small,35,Channel 17,3,27,9.588102329
1,small,35,Channel 18,3,23,8.167637884
1,small,35,Channel 19,3,21,7.457405977
1,small,35,Channel 20,3,24,8.52274608
1,small,35,Channel 21,3,28,9.943200393
1,small,35,Channel 22,3,26,9.232967885
1,small,35,Channel 23,3,27,9.588102329
1,small,35,Channel 24,3,25,8.877868768
1,small,35,Channel 25,3,25,8.877865762
1,small,35,Channel 26,3,29,10.2983208
1,small,35,Channel 27,3,26,9.232973357
1,small,35,Channel 28,3,20,7.102284792
1,small,35,Channel 29,3,20,7.102281786
1,small,35,Channel 30,3,17,6.036937984
1,small,35,Channel 31,2,14,4.971593462
1,small,35,Channel 32,2,14,4.971591357
1,small,35,Channel 33,2,16,5.681815807
1,small,35,Channel 34,2,19,6.747153986
1,small,35,Channel 35,2,12,4.261357887
1,small,36,Channel 1,3,21,7.465802147
1,small,36,Channel 2,3,23,8.176810131
1,small,36,Channel 3,3,20,7.11026546
1,small,36,Channel 4,3,25,8.887829565
