Iteration,File Group,Num Channels,Channel,Files Sent,Total Size (MB),Bandwidth (MB/s)
2,medium,48,Channel 24,1,327,4.272472011
2,medium,48,Channel 25,1,222,2.900577293
2,medium,48,Channel 26,1,350,4.572982104
2,medium,48,Channel 27,1,115,1.502551225
2,medium,48,Channel 28,1,276,3.606122851
2,medium,48,Channel 29,1,368,4.808163681
2,medium,48,Channel 30,1,222,2.900576949
2,medium,48,Channel 31,1,113,1.476419775
2,medium,48,Channel 32,1,162,2.116637147
2,medium,48,Channel 33,1,187,2.443278629
2,medium,48,Channel 34,1,283,3.697582016
2,medium,48,Channel 35,1,391,5.108673275
2,medium,48,Channel 36,1,308,4.024223387
2,medium,48,Channel 37,1,168,2.19503089
2,medium,48,Channel 38,1,219,2.8613795
2,medium,48,Channel 39,1,306,3.998091829
2,medium,48,Channel 40,1,168,2.195030767
2,medium,48,Channel 41,1,119,1.554813431
2,medium,48,Channel 42,1,206,2.691525721
2,medium,48,Channel 43,1,242,3.16188938
2,medium,48,Channel 44,1,355,4.638308802
2,medium,48,Channel 45,1,389,5.082541115
2,medium,48,Channel 46,1,262,3.423202445
2,medium,48,Channel 47,1,302,3.945828687
2,medium,48,Channel 48,1,319,4.167944793
2,medium,49,Channel 1,2,445,3.854390411
2,medium,49,Channel 2,1,180,1.559079168
2,medium,49,Channel 3,1,124,1.074032289
2,medium,49,Channel 4,1,318,2.754373088
2,medium,49,Channel 5,1,381,3.300050735
2,medium,49,Channel 6,1,284,2.459880312
2,medium,49,Channel 7,1,237,2.052787427
2,medium,49,Channel 8,1,179,1.550417492
2,medium,49,Channel 9,1,302,2.615788149
2,medium,49,Channel 10,1,326,2.823665324
2,medium,49,Channel 11,1,116,1.0047398
2,medium,49,Channel 12,1,271,2.347280046
2,medium,49,Channel 13,1,203,1.758294629
2,medium,49,Channel 14,1,111,0.961432028
2,medium,49,Channel 15,1,365,3.161465659
2,medium,49,Channel 16,1,207,1.792940787
2,medium,49,Channel 17,1,158,1.368524838
2,medium,49,Channel 18,1,132,1.143324536
2,medium,49,Channel 19,1,335,2.901619035
2,medium,49,Channel 20,1,205,1.775617604
2,medium,49,Channel 21,1,236,2.044125615
2,medium,49,Channel 22,1,199,1.723648283
2,medium,49,Channel 23,1,146,1.26458629
2,medium,49,Channel 24,1,353,3.057527094
2,medium,49,Channel 25,1,327,2.83232678
2,medium,49,Channel 26,1,222,1.922864033
2,medium,49,Channel 27,1,350,3.031542363
2,medium,49,Channel 28,1,115,0.996078195
2,medium,49,Channel 29,1,276,2.390587637
2,medium,49,Channel 30,1,368,3.18745015
2,medium,49,Channel 31,1,222,1.922863926
2,medium,49,Channel 32,1,113,0.978755053
2,medium,49,Channel 33,1,162,1.403170955
2,medium,49,Channel 34,1,187,1.61970967
2,medium,49,Channel 35,1,283,2.451218357
2,medium,49,Channel 36,1,391,3.38666561
2,medium,49,Channel 37,1,308,2.667757026
2,medium,49,Channel 38,1,168,1.455140184
2,medium,49,Channel 39,1,219,1.896879145
2,medium,49,Channel 40,1,306,2.650433863
2,medium,49,Channel 41,1,168,1.455140145
2,medium,49,Channel 42,1,119,1.030724259
2,medium,49,Channel 43,1,206,1.78427895
2,medium,49,Channel 44,1,242,2.096094711
2,medium,49,Channel 45,1,355,3.07484966
2,medium,49,Channel 46,1,389,3.369342269
2,medium,49,Channel 47,1,262,2.269325613
2,medium,49,Channel 48,1,302,2.615787517
2,medium,49,Channel 49,1,319,2.763033806
2,medium,50,Channel 1,1,261,2.324480379
2,medium,50,Channel 2,1,184,1.638713907
2,medium,50,Channel 3,1,180,1.603089664
2,medium,50,Channel 4,1,124,1.104350641
2,medium,50,Channel 5,1,318,2.832125002
2,medium,50,Channel 6,1,381,3.393206327
2,medium,50,Channel 7,1,284,2.52931913
2,medium,50,Channel 8,1,237,2.110734595
2,medium,50,Channel 9,1,179,1.594183492
2,medium,50,Channel 10,1,302,2.689627969
2,medium,50,Channel 11,1,326,2.903373195
2,medium,50,Channel 12,1,116,1.033102116
2,medium,50,Channel 13,1,271,2.413540258
2,medium,50,Channel 14,1,203,1.807928661
2,medium,50,Channel 15,1,111,0.988571815
2,medium,50,Channel 16,1,365,3.250709066
2,medium,50,Channel 17,1,207,1.843552793
2,medium,50,Channel 18,1,158,1.40715622
2,medium,50,Channel 19,1,132,1.175598858
2,medium,50,Channel 20,1,335,2.983527366
2,medium,50,Channel 21,1,205,1.825740604
2,medium,50,Channel 22,1,236,2.101828194
2,medium,50,Channel 23,1,199,1.772304361
2,medium,50,Channel 24,1,146,1.300283585
2,medium,50,Channel 25,1,353,3.143836299
2,medium,50,Channel 26,1,327,2.91227892
2,medium,50,Channel 27,1,222,1.977143462
2,medium,50,Channel 28,1,350,3.117118018
2,medium,50,Channel 29,1,115,1.024195903
2,medium,50,Channel 30,1,276,2.458070135
2,medium,50,Channel 31,1,368,3.277426798
2,medium,50,Channel 32,1,222,1.977143319
2,medium,50,Channel 33,1,113,1.006383751
2,medium,50,Channel 34,1,162,1.442780226
2,medium,50,Channel 35,1,187,1.665431475
2,medium,50,Channel 36,1,283,2.520412306
2,medium,50,Channel 37,1,391,3.482265722
2,medium,50,Channel 38,1,308,2.743063512
2,medium,50,Channel 39,1,168,1.496216442
2,medium,50,Channel 40,1,219,1.950424984
2,medium,50,Channel 41,1,306,2.725251307
2,medium,50,Channel 42,1,168,1.496216385
2,medium,50,Channel 43,1,119,1.05981993
2,medium,50,Channel 44,1,206,1.83464627
2,medium,50,Channel 45,1,242,2.155264032
2,medium,50,Channel 46,1,355,3.161647624
2,medium,50,Channel 47,1,389,3.46445326
2,medium,50,Channel 48,1,262,2.333384938
2,medium,50,Channel 49,1,302,2.689626878
2,medium,50,Channel 50,1,319,2.841029674
2,large,1,Channel 1,4,16562,127.7158709
2,large,2,Channel 1,2,4124,25.54237909
2,large,2,Channel 2,2,12438,77.03590432
2,large,3,Channel 1,2,4124,32.45873791
2,large,3,Channel 2,1,7003,55.11845776
2,large,3,Channel 3,1,5435,42.77721128
2,large,4,Channel 1,1,1648,13.35656705
2,large,4,Channel 2,1,2476,20.06726776
2,large,4,Channel 3,1,7003,56.75729933
2,large,4,Channel 4,1,5435,44.04911014
2,large,5,Channel 1,1,1648,9.704081813
2,large,5,Channel 2,1,2476,14.57967476
2,large,5,Channel 3,1,7003,41.23645427
2,large,5,Channel 4,1,5435,32.00344471
2,large,5,Channel 5,0,0,0
2,large,6,Channel 1,1,1648,13.2005848
2,large,6,Channel 2,1,2476,19.83291594
2,large,6,Channel 3,1,7003,56.09447116
2,large,6,Channel 4,1,5435,43.53469188
2,large,6,Channel 5,0,0,0
2,large,6,Channel 6,0,0,0
2,large,7,Channel 1,1,1648,13.01110158
2,large,7,Channel 2,1,2476,19.54823139
2,large,7,Channel 3,1,7003,55.28928206
2,large,7,Channel 4,1,5435,42.90978797
2,large,7,Channel 5,0,0,0
2,large,7,Channel 6,0,0,0
2,large,7,Channel 7,0,0,0
2,large,8,Channel 1,1,1648,9.938779639
2,large,8,Channel 2,1,2476,14.93229097
2,large,8,Channel 3,1,7003,42.2337764
2,large,8,Channel 4,1,5435,32.7774623
2,large,8,Channel 5,0,0,0
2,large,8,Channel 6,0,0,0
2,large,8,Channel 7,0,0,0
2,large,8,Channel 8,0,0,0
2,large,9,Channel 1,1,1648,12.84645212
2,large,9,Channel 2,1,2476,19.30085732
2,large,9,Channel 3,1,7003,54.58962108
2,large,9,Channel 4,1,5435,42.36678368
2,large,9,Channel 5,0,0,0
2,large,9,Channel 6,0,0,0
2,large,9,Channel 7,0,0,0
2,large,9,Channel 8,0,0,0
2,large,9,Channel 9,0,0,0
2,large,10,Channel 1,1,1648,13.16155814
2,large,10,Channel 2,1,2476,19.77428142
2,large,10,Channel 3,1,7003,55.92863123
2,large,10,Channel 4,1,5435,43.40598419
2,large,10,Channel 5,0,0,0
2,large,10,Channel 6,0,0,0
2,large,10,Channel 7,0,0,0
2,large,10,Channel 8,0,0,0
2,large,10,Channel 9,0,0,0
2,large,10,Channel 10,0,0,0
2,large,11,Channel 1,1,1648,12.99902402
2,large,11,Channel 2,1,2476,19.53008573
2,large,11,Channel 3,1,7003,55.23795975
2,large,11,Channel 4,1,5435,42.86995685
2,large,11,Channel 5,0,0,0
2,large,11,Channel 6,0,0,0
2,large,11,Channel 7,0,0,0
2,large,11,Channel 8,0,0,0
2,large,11,Channel 9,0,0,0
2,large,11,Channel 10,0,0,0
2,large,11,Channel 11,0,0,0
2,large,12,Channel 1,1,1648,9.904452294
2,large,12,Channel 2,1,2476,14.88071763
2,large,12,Channel 3,1,7003,42.08790973
2,large,12,Channel 4,1,5435,32.66425643
2,large,12,Channel 5,0,0,0
2,large,12,Channel 6,0,0,0
2,large,12,Channel 7,0,0,0
2,large,12,Channel 8,0,0,0
2,large,12,Channel 9,0,0,0
2,large,12,Channel 10,0,0,0
2,large,12,Channel 11,0,0,0
2,large,12,Channel 12,0,0,0
2,large,13,Channel 1,1,1648,12.77892198
2,large,13,Channel 2,1,2476,19.19939786
2,large,13,Channel 3,1,7003,54.3026578
2,large,13,Channel 4,1,5435,42.14407281
2,large,13,Channel 5,0,0,0
2,large,13,Channel 6,0,0,0
2,large,13,Channel 7,0,0,0
2,large,13,Channel 8,0,0,0
2,large,13,Channel 9,0,0,0
2,large,13,Channel 10,0,0,0
2,large,13,Channel 11,0,0,0
2,large,13,Channel 12,0,0,0
2,large,13,Channel 13,0,0,0
2,large,14,Channel 1,1,1648,13.54456836
2,large,14,Channel 2,1,2476,20.34972587
2,large,14,Channel 3,1,7003,57.55619052
2,large,14,Channel 4,1,5435,44.66912626
2,large,14,Channel 5,0,0,0
2,large,14,Channel 6,0,0,0
2,large,14,Channel 7,0,0,0
2,large,14,Channel 8,0,0,0
2,large,14,Channel 9,0,0,0
2,large,14,Channel 10,0,0,0
2,large,14,Channel 11,0,0,0
2,large,14,Channel 12,0,0,0
2,large,14,Channel 13,0,0,0
2,large,14,Channel 14,0,0,0
2,large,15,Channel 1,1,1648,9.755619388
2,large,15,Channel 2,1,2476,14.65710698
2,large,15,Channel 3,1,7003,41.45546004
2,large,15,Channel 4,1,5435,32.1734146
2,large,15,Channel 5,0,0,0
2,large,15,Channel 6,0,0,0
2,large,15,Channel 7,0,0,0
2,large,15,Channel 8,0,0,0
2,large,15,Channel 9,0,0,0
2,large,15,Channel 10,0,0,0
2,large,15,Channel 11,0,0,0
2,large,15,Channel 12,0,0,0
2,large,15,Channel 13,0,0,0
2,large,15,Channel 14,0,0,0
2,large,15,Channel 15,0,0,0
2,large,16,Channel 1,1,1648,13.23326188
2,large,16,Channel 2,1,2476,19.88201105
2,large,16,Channel 3,1,7003,56.23332823
2,large,16,Channel 4,1,5435,43.64245838
2,large,16,Channel 5,0,0,0
2,large,16,Channel 6,0,0,0
2,large,16,Channel 7,0,0,0
2,large,16,Channel 8,0,0,0
2,large,16,Channel 9,0,0,0
2,large,16,Channel 10,0,0,0
2,large,16,Channel 11,0,0,0
2,large,16,Channel 12,0,0,0
2,large,16,Channel 13,0,0,0
2,large,16,Channel 14,0,0,0
2,large,16,Channel 15,0,0,0
2,large,16,Channel 16,0,0,0
2,large,17,Channel 1,1,1648,13.25306141
2,large,17,Channel 2,1,2476,19.91175824
2,large,17,Channel 3,1,7003,56.3174641
2,large,17,Channel 4,1,5435,43.70775588
2,large,17,Channel 5,0,0,0
2,large,17,Channel 6,0,0,0
2,large,17,Channel 7,0,0,0
2,large,17,Channel 8,0,0,0
2,large,17,Channel 9,0,0,0
2,large,17,Channel 10,0,0,0
2,large,17,Channel 11,0,0,0
2,large,17,Channel 12,0,0,0
2,large,17,Channel 13,0,0,0
2,large,17,Channel 14,0,0,0
2,large,17,Channel 15,0,0,0
2,large,17,Channel 16,0,0,0
2,large,17,Channel 17,0,0,0
2,large,18,Channel 1,1,1648,9.717811904
2,large,18,Channel 2,1,2476,14.60030349
2,large,18,Channel 3,1,7003,41.29479968
2,large,18,Channel 4,1,5435,32.04872689
2,large,18,Channel 5,0,0,0
2,large,18,Channel 6,0,0,0
2,large,18,Channel 7,0,0,0
2,large,18,Channel 8,0,0,0
2,large,18,Channel 9,0,0,0
2,large,18,Channel 10,0,0,0
2,large,18,Channel 11,0,0,0
2,large,18,Channel 12,0,0,0
2,large,18,Channel 13,0,0,0
2,large,18,Channel 14,0,0,0
2,large,18,Channel 15,0,0,0
2,large,18,Channel 16,0,0,0
2,large,18,Channel 17,0,0,0
2,large,18,Channel 18,0,0,0
2,large,19,Channel 1,1,1648,13.19224767
2,large,19,Channel 2,1,2476,19.82038982
2,large,19,Channel 3,1,7003,56.0590415
2,large,19,Channel 4,1,5435,43.50719498
2,large,19,Channel 5,0,0,0
2,large,19,Channel 6,0,0,0
2,large,19,Channel 7,0,0,0
2,large,19,Channel 8,0,0,0
2,large,19,Channel 9,0,0,0
2,large,19,Channel 10,0,0,0
2,large,19,Channel 11,0,0,0
2,large,19,Channel 12,0,0,0
2,large,19,Channel 13,0,0,0
2,large,19,Channel 14,0,0,0
2,large,19,Channel 15,0,0,0
2,large,19,Channel 16,0,0,0
2,large,19,Channel 17,0,0,0
2,large,19,Channel 18,0,0,0
2,large,19,Channel 19,0,0,0
2,large,20,Channel 1,1,1648,13.07636368
2,large,20,Channel 2,1,2476,19.64628274
2,large,20,Channel 3,1,7003,55.56660557
2,large,20,Channel 4,1,5435,43.12501738
2,large,20,Channel 5,0,0,0
2,large,20,Channel 6,0,0,0
2,large,20,Channel 7,0,0,0
2,large,20,Channel 8,0,0,0
2,large,20,Channel 9,0,0,0
2,large,20,Channel 10,0,0,0
2,large,20,Channel 11,0,0,0
2,large,20,Channel 12,0,0,0
2,large,20,Channel 13,0,0,0
2,large,20,Channel 14,0,0,0
2,large,20,Channel 15,0,0,0
2,large,20,Channel 16,0,0,0
2,large,20,Channel 17,0,0,0
2,large,20,Channel 18,0,0,0
2,large,20,Channel 19,0,0,0
2,large,20,Channel 20,0,0,0
2,large,21,Channel 1,1,1648,9.57003761
2,large,21,Channel 2,1,2476,14.37828388
2,large,21,Channel 3,1,7003,40.66685002
2,large,21,Channel 4,1,5435,31.56137779
2,large,21,Channel 5,0,0,0
2,large,21,Channel 6,0,0,0
2,large,21,Channel 7,0,0,0
2,large,21,Channel 8,0,0,0
2,large,21,Channel 9,0,0,0
2,large,21,Channel 10,0,0,0
2,large,21,Channel 11,0,0,0
2,large,21,Channel 12,0,0,0
2,large,21,Channel 13,0,0,0
2,large,21,Channel 14,0,0,0
2,large,21,Channel 15,0,0,0
2,large,21,Channel 16,0,0,0
2,large,21,Channel 17,0,0,0
2,large,21,Channel 18,0,0,0
2,large,21,Channel 19,0,0,0
2,large,21,Channel 20,0,0,0
2,large,21,Channel 21,0,0,0
2,large,22,Channel 1,1,1648,13.61617648
2,large,22,Channel 2,1,2476,20.45731216
2,large,22,Channel 3,1,7003,57.86048266
2,large,22,Channel 4,1,5435,44.90528615
2,large,22,Channel 5,0,0,0
2,large,22,Channel 6,0,0,0
2,large,22,Channel 7,0,0,0
2,large,22,Channel 8,0,0,0
2,large,22,Channel 9,0,0,0
2,large,22,Channel 10,0,0,0
2,large,22,Channel 11,0,0,0
2,large,22,Channel 12,0,0,0
2,large,22,Channel 13,0,0,0
2,large,22,Channel 14,0,0,0
2,large,22,Channel 15,0,0,0
2,large,22,Channel 16,0,0,0
2,large,22,Channel 17,0,0,0
2,large,22,Channel 18,0,0,0
2,large,22,Channel 19,0,0,0
2,large,22,Channel 20,0,0,0
2,large,22,Channel 21,0,0,0
2,large,22,Channel 22,0,0,0
2,large,23,Channel 1,1,1648,11.79563096
2,large,23,Channel 2,1,2476,17.72206364
2,large,23,Channel 3,1,7003,50.12423641
2,large,23,Channel 4,1,5435,38.90121692
2,large,23,Channel 5,0,0,0
2,large,23,Channel 6,0,0,0
2,large,23,Channel 7,0,0,0
2,large,23,Channel 8,0,0,0
2,large,23,Channel 9,0,0,0
2,large,23,Channel 10,0,0,0
2,large,23,Channel 11,0,0,0
2,large,23,Channel 12,0,0,0
2,large,23,Channel 13,0,0,0
2,large,23,Channel 14,0,0,0
2,large,23,Channel 15,0,0,0
2,large,23,Channel 16,0,0,0
2,large,23,Channel 17,0,0,0
2,large,23,Channel 18,0,0,0
2,large,23,Channel 19,0,0,0
2,large,23,Channel 20,0,0,0
2,large,23,Channel 21,0,0,0
2,large,23,Channel 22,0,0,0
2,large,23,Channel 23,0,0,0
2,large,24,Channel 1,1,1648,10.69517758
2,large,24,Channel 2,1,2476,16.06872442
2,large,24,Channel 3,1,7003,45.4480112
2,large,24,Channel 4,1,5435,35.27201745
2,large,24,Channel 5,0,0,0
2,large,24,Channel 6,0,0,0
2,large,24,Channel 7,0,0,0
2,large,24,Channel 8,0,0,0
2,large,24,Channel 9,0,0,0
2,large,24,Channel 10,0,0,0
2,large,24,Channel 11,0,0,0
2,large,24,Channel 12,0,0,0
2,large,24,Channel 13,0,0,0
2,large,24,Channel 14,0,0,0
2,large,24,Channel 15,0,0,0
2,large,24,Channel 16,0,0,0
2,large,24,Channel 17,0,0,0
2,large,24,Channel 18,0,0,0
2,large,24,Channel 19,0,0,0
2,large,24,Channel 20,0,0,0
2,large,24,Channel 21,0,0,0
2,large,24,Channel 22,0,0,0
2,large,24,Channel 23,0,0,0
2,large,24,Channel 24,0,0,0
2,large,25,Channel 1,1,1648,13.10539716
2,large,25,Channel 2,1,2476,19.68990354
2,large,25,Channel 3,1,7003,55.68998068
2,large,25,Channel 4,1,5435,43.22076838
2,large,25,Channel 5,0,0,0
2,large,25,Channel 6,0,0,0
2,large,25,Channel 7,0,0,0
2,large,25,Channel 8,0,0,0
2,large,25,Channel 9,0,0,0
2,large,25,Channel 10,0,0,0
2,large,25,Channel 11,0,0,0
2,large,25,Channel 12,0,0,0
2,large,25,Channel 13,0,0,0
2,large,25,Channel 14,0,0,0
2,large,25,Channel 15,0,0,0
2,large,25,Channel 16,0,0,0
2,large,25,Channel 17,0,0,0
2,large,25,Channel 18,0,0,0
2,large,25,Channel 19,0,0,0
2,large,25,Channel 20,0,0,0
2,large,25,Channel 21,0,0,0
2,large,25,Channel 22,0,0,0
2,large,25,Channel 23,0,0,0
2,large,25,Channel 24,0,0,0
2,large,25,Channel 25,0,0,0
2,large,26,Channel 1,1,1648,12.93341317
2,large,26,Channel 2,1,2476,19.43151034
2,large,26,Channel 3,1,7003,54.95915392
2,large,26,Channel 4,1,5435,42.65357678
2,large,26,Channel 5,0,0,0
2,large,26,Channel 6,0,0,0
2,large,26,Channel 7,0,0,0
2,large,26,Channel 8,0,0,0
2,large,26,Channel 9,0,0,0
2,large,26,Channel 10,0,0,0
2,large,26,Channel 11,0,0,0
2,large,26,Channel 12,0,0,0
2,large,26,Channel 13,0,0,0
2,large,26,Channel 14,0,0,0
2,large,26,Channel 15,0,0,0
2,large,26,Channel 16,0,0,0
2,large,26,Channel 17,0,0,0
2,large,26,Channel 18,0,0,0
2,large,26,Channel 19,0,0,0
2,large,26,Channel 20,0,0,0
2,large,26,Channel 21,0,0,0
2,large,26,Channel 22,0,0,0
2,large,26,Channel 23,0,0,0
2,large,26,Channel 24,0,0,0
2,large,26,Channel 25,0,0,0
2,large,26,Channel 26,0,0,0
2,large,27,Channel 1,1,1648,9.882896888
2,large,27,Channel 2,1,2476,14.84833214
2,large,27,Channel 3,1,7003,41.99631217
2,large,27,Channel 4,1,5435,32.59316788
2,large,27,Channel 5,0,0,0
2,large,27,Channel 6,0,0,0
2,large,27,Channel 7,0,0,0
2,large,27,Channel 8,0,0,0
2,large,27,Channel 9,0,0,0
2,large,27,Channel 10,0,0,0
2,large,27,Channel 11,0,0,0
2,large,27,Channel 12,0,0,0
2,large,27,Channel 13,0,0,0
2,large,27,Channel 14,0,0,0
2,large,27,Channel 15,0,0,0
2,large,27,Channel 16,0,0,0
2,large,27,Channel 17,0,0,0
2,large,27,Channel 18,0,0,0
2,large,27,Channel 19,0,0,0
2,large,27,Channel 20,0,0,0
2,large,27,Channel 21,0,0,0
2,large,27,Channel 22,0,0,0
2,large,27,Channel 23,0,0,0
2,large,27,Channel 24,0,0,0
2,large,27,Channel 25,0,0,0
2,large,27,Channel 26,0,0,0
2,large,27,Channel 27,0,0,0
2,large,28,Channel 1,1,1648,13.08186091
2,large,28,Channel 2,1,2476,19.65454097
2,large,28,Channel 3,1,7003,55.58996276
2,large,28,Channel 4,1,5435,43.14314497
2,large,28,Channel 5,0,0,0
2,large,28,Channel 6,0,0,0
2,large,28,Channel 7,0,0,0
2,large,28,Channel 8,0,0,0
2,large,28,Channel 9,0,0,0
2,large,28,Channel 10,0,0,0
2,large,28,Channel 11,0,0,0
2,large,28,Channel 12,0,0,0
2,large,28,Channel 13,0,0,0
2,large,28,Channel 14,0,0,0
2,large,28,Channel 15,0,0,0
2,large,28,Channel 16,0,0,0
2,large,28,Channel 17,0,0,0
2,large,28,Channel 18,0,0,0
2,large,28,Channel 19,0,0,0
2,large,28,Channel 20,0,0,0
2,large,28,Channel 21,0,0,0
2,large,28,Channel 22,0,0,0
2,large,28,Channel 23,0,0,0
2,large,28,Channel 24,0,0,0
2,large,28,Channel 25,0,0,0
2,large,28,Channel 26,0,0,0
2,large,28,Channel 27,0,0,0
2,large,28,Channel 28,0,0,0
2,large,29,Channel 1,1,1648,13.36023016
2,large,29,Channel 2,1,2476,20.07277158
2,large,29,Channel 3,1,7003,56.77286641
2,large,29,Channel 4,1,5435,44.0611916
2,large,29,Channel 5,0,0,0
2,large,29,Channel 6,0,0,0
2,large,29,Channel 7,0,0,0
2,large,29,Channel 8,0,0,0
2,large,29,Channel 9,0,0,0
2,large,29,Channel 10,0,0,0
2,large,29,Channel 11,0,0,0
2,large,29,Channel 12,0,0,0
2,large,29,Channel 13,0,0,0
2,large,29,Channel 14,0,0,0
2,large,29,Channel 15,0,0,0
2,large,29,Channel 16,0,0,0
2,large,29,Channel 17,0,0,0
2,large,29,Channel 18,0,0,0
2,large,29,Channel 19,0,0,0
2,large,29,Channel 20,0,0,0
2,large,29,Channel 21,0,0,0
2,large,29,Channel 22,0,0,0
2,large,29,Channel 23,0,0,0
2,large,29,Channel 24,0,0,0
2,large,29,Channel 25,0,0,0
2,large,29,Channel 26,0,0,0
2,large,29,Channel 27,0,0,0
2,large,29,Channel 28,0,0,0
2,large,29,Channel 29,0,0,0
2,large,30,Channel 1,1,1648,9.752473528
2,large,30,Channel 2,1,2476,14.65238058
2,large,30,Channel 3,1,7003,41.44209204
2,large,30,Channel 4,1,5435,32.1630398
2,large,30,Channel 5,0,0,0
2,large,30,Channel 6,0,0,0
2,large,30,Channel 7,0,0,0
2,large,30,Channel 8,0,0,0
2,large,30,Channel 9,0,0,0
2,large,30,Channel 10,0,0,0
2,large,30,Channel 11,0,0,0
2,large,30,Channel 12,0,0,0
2,large,30,Channel 13,0,0,0
2,large,30,Channel 14,0,0,0
2,large,30,Channel 15,0,0,0
2,large,30,Channel 16,0,0,0
2,large,30,Channel 17,0,0,0
2,large,30,Channel 18,0,0,0
2,large,30,Channel 19,0,0,0
2,large,30,Channel 20,0,0,0
2,large,30,Channel 21,0,0,0
2,large,30,Channel 22,0,0,0
2,large,30,Channel 23,0,0,0
2,large,30,Channel 24,0,0,0
2,large,30,Channel 25,0,0,0
2,large,30,Channel 26,0,0,0
2,large,30,Channel 27,0,0,0
2,large,30,Channel 28,0,0,0
2,large,30,Channel 29,0,0,0
2,large,30,Channel 30,0,0,0
2,large,31,Channel 1,1,1648,13.07880511
2,large,31,Channel 2,1,2476,19.64995096
2,large,31,Channel 3,1,7003,55.57698071
2,large,31,Channel 4,1,5435,43.13306965
2,large,31,Channel 5,0,0,0
2,large,31,Channel 6,0,0,0
2,large,31,Channel 7,0,0,0
2,large,31,Channel 8,0,0,0
2,large,31,Channel 9,0,0,0
2,large,31,Channel 10,0,0,0
2,large,31,Channel 11,0,0,0
2,large,31,Channel 12,0,0,0
2,large,31,Channel 13,0,0,0
2,large,31,Channel 14,0,0,0
2,large,31,Channel 15,0,0,0
2,large,31,Channel 16,0,0,0
2,large,31,Channel 17,0,0,0
2,large,31,Channel 18,0,0,0
2,large,31,Channel 19,0,0,0
2,large,31,Channel 20,0,0,0
2,large,31,Channel 21,0,0,0
2,large,31,Channel 22,0,0,0
2,large,31,Channel 23,0,0,0
2,large,31,Channel 24,0,0,0
2,large,31,Channel 25,0,0,0
2,large,31,Channel 26,0,0,0
2,large,31,Channel 27,0,0,0
2,large,31,Channel 28,0,0,0
2,large,31,Channel 29,0,0,0
2,large,31,Channel 30,0,0,0
2,large,31,Channel 31,0,0,0
2,large,32,Channel 1,1,1648,13.08893404
2,large,32,Channel 2,1,2476,19.66516905
2,large,32,Channel 3,1,7003,55.62002294
2,large,32,Channel 4,1,5435,43.16647471
2,large,32,Channel 5,0,0,0
2,large,32,Channel 6,0,0,0
2,large,32,Channel 7,0,0,0
2,large,32,Channel 8,0,0,0
2,large,32,Channel 9,0,0,0
2,large,32,Channel 10,0,0,0
2,large,32,Channel 11,0,0,0
2,large,32,Channel 12,0,0,0
2,large,32,Channel 13,0,0,0
2,large,32,Channel 14,0,0,0
2,large,32,Channel 15,0,0,0
2,large,32,Channel 16,0,0,0
2,large,32,Channel 17,0,0,0
2,large,32,Channel 18,0,0,0
2,large,32,Channel 19,0,0,0
2,large,32,Channel 20,0,0,0
2,large,32,Channel 21,0,0,0
2,large,32,Channel 22,0,0,0
2,large,32,Channel 23,0,0,0
2,large,32,Channel 24,0,0,0
2,large,32,Channel 25,0,0,0
2,large,32,Channel 26,0,0,0
2,large,32,Channel 27,0,0,0
2,large,32,Channel 28,0,0,0
2,large,32,Channel 29,0,0,0
2,large,32,Channel 30,0,0,0
2,large,32,Channel 31,0,0,0
2,large,32,Channel 32,0,0,0
2,large,33,Channel 1,1,1648,13.36569701
2,large,33,Channel 2,1,2476,20.08098388
2,large,33,Channel 3,1,7003,56.79609367
2,large,33,Channel 4,1,5435,44.0792181
2,large,33,Channel 5,0,0,0
2,large,33,Channel 6,0,0,0
2,large,33,Channel 7,0,0,0
2,large,33,Channel 8,0,0,0
2,large,33,Channel 9,0,0,0
2,large,33,Channel 10,0,0,0
2,large,33,Channel 11,0,0,0
2,large,33,Channel 12,0,0,0
2,large,33,Channel 13,0,0,0
2,large,33,Channel 14,0,0,0
2,large,33,Channel 15,0,0,0
2,large,33,Channel 16,0,0,0
2,large,33,Channel 17,0,0,0
2,large,33,Channel 18,0,0,0
2,large,33,Channel 19,0,0,0
2,large,33,Channel 20,0,0,0
2,large,33,Channel 21,0,0,0
2,large,33,Channel 22,0,0,0
2,large,33,Channel 23,0,0,0
2,large,33,Channel 24,0,0,0
2,large,33,Channel 25,0,0,0
2,large,33,Channel 26,0,0,0
2,large,33,Channel 27,0,0,0
2,large,33,Channel 28,0,0,0
2,large,33,Channel 29,0,0,0
2,large,33,Channel 30,0,0,0
2,large,33,Channel 31,0,0,0
2,large,33,Channel 32,0,0,0
2,large,33,Channel 33,0,0,0
2,large,34,Channel 1,1,1648,9.757779182
2,large,34,Channel 2,1,2476,14.66035192
2,large,34,Channel 3,1,7003,41.46463773
2,large,34,Channel 4,1,5435,32.18053746
2,large,34,Channel 5,0,0,0
2,large,34,Channel 6,0,0,0
2,large,34,Channel 7,0,0,0
2,large,34,Channel 8,0,0,0
2,large,34,Channel 9,0,0,0
2,large,34,Channel 10,0,0,0
2,large,34,Channel 11,0,0,0
2,large,34,Channel 12,0,0,0
2,large,34,Channel 13,0,0,0
2,large,34,Channel 14,0,0,0
2,large,34,Channel 15,0,0,0
2,large,34,Channel 16,0,0,0
2,large,34,Channel 17,0,0,0
2,large,34,Channel 18,0,0,0
2,large,34,Channel 19,0,0,0
